study;condition_arm1;condition_arm2;condition_arm1_details;condition_arm2_details;multi_arm1;multi_arm2;.g;.g_se;instrument;outcome_type;rating;mean_arm1;sd_arm1;n_arm1;mean_arm2;sd_arm2;n_arm2;mean_change_arm1;sd_change_arm1;n_change_arm1;mean_change_arm2;sd_change_arm2;n_change_arm2;event_arm1;totaln_arm1;event_arm2;totaln_arm2;precalc_g;precalc_g_se;baseline_m_arm1;baseline_sd_arm1;baseline_n_arm1;baseline_m_arm2;baseline_sd_arm2;baseline_n_arm2;itt_claimed;is_subscale;is_subsample;primary_study;single_study;year;time;time_weeks;disorder;disorder_details;mean_age;percent_women;percent_ethnicity;percent_collegeeducation;country;treatfreq_arm1;boosternum_arm1;boosterlength_arm1;comorbid_mental;.log_rr;.log_rr_se;.event_arm1;.event_arm2;.totaln_arm1;.totaln_arm2;.id
Atkinson, 2016;mbct;specific active control;mindfulness-based intervention;dissonance-based intervention;NA;dissonance-based intervention;0,26;0,44;sociocultural attitudes towards appearance scale;msd;NA;3,45;1,02;10;3,66;0,76;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,40;0,54;10;4,10;0,77;11;0;5;0;1;1;2016;post;3,00;weight/eating;eating disorder;20,57;100,00;7,00;NA;australia;1,00;0;0;0;NA;NA;NA;NA;NA;NA;atkinson2016_msd_socioculturalattitudestowardsappearancescale_post_3.00_NA_mbct_specificactivecontrol_NA_NA
Atkinson, 2016;mbct;no treatment;mindfulness-based intervention;waitlist;NA;waitlist;0,32;0,41;sociocultural attitudes towards appearance scale;msd;NA;3,45;1,02;10;3,74;0,88;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,40;0,54;10;3,74;0,96;16;0;5;0;1;1;2016;post;3,00;weight/eating;eating disorder;20,57;100,00;7,00;NA;australia;1,00;0;0;0;NA;NA;NA;NA;NA;NA;atkinson2016_msd_socioculturalattitudestowardsappearancescale_post_3.00_NA_mbct_notreatment_NA_NA
Atkinson, 2016;mbct;specific active control;mindfulness-based intervention;dissonance-based intervention;NA;dissonance-based intervention;-0,26;0,44;sociocultural attitudes towards appearance scale;msd;NA;3,80;1,00;10;3,53;1,00;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,40;0,54;10;4,10;0,77;11;0;5;0;1;1;2016;fu;3,00;weight/eating;eating disorder;20,57;100,00;7,00;NA;australia;1,00;0;0;0;NA;NA;NA;NA;NA;NA;atkinson2016_msd_socioculturalattitudestowardsappearancescale_fu_3.00_NA_mbct_specificactivecontrol_NA_NA
Atkinson, 2016;mbct;no treatment;mindfulness-based intervention;waitlist;NA;waitlist;-0,41;0,41;sociocultural attitudes towards appearance scale;msd;NA;3,80;1,00;10;3,37;1,05;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,40;0,54;10;3,74;0,96;16;0;5;0;1;1;2016;fu;3,00;weight/eating;eating disorder;20,57;100,00;7,00;NA;australia;1,00;0;0;0;NA;NA;NA;NA;NA;NA;atkinson2016_msd_socioculturalattitudestowardsappearancescale_fu_3.00_NA_mbct_notreatment_NA_NA
Atkinson, 2016;mbct;specific active control;mindfulness-based intervention;dissonance-based intervention;NA;dissonance-based intervention;-0,12;0,44;clincial impairment assessment;msd;NA;2,04;0,90;10;1,94;0,65;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,73;0,73;10;2,18;0,62;11;0;1;0;1;1;2016;post;3,00;weight/eating;eating disorder;20,57;100,00;7,00;NA;australia;1,00;0;0;0;NA;NA;NA;NA;NA;NA;atkinson2016_msd_clincialimpairmentassessment_post_3.00_NA_mbct_specificactivecontrol_NA_NA
Atkinson, 2016;mbct;no treatment;mindfulness-based intervention;waitlist;NA;waitlist;0,02;0,40;clincial impairment assessment;msd;NA;2,04;0,90;10;2,06;0,79;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,73;0,73;10;2,12;0,71;16;0;1;0;1;1;2016;post;3,00;weight/eating;eating disorder;20,57;100,00;7,00;NA;australia;1,00;0;0;0;NA;NA;NA;NA;NA;NA;atkinson2016_msd_clincialimpairmentassessment_post_3.00_NA_mbct_notreatment_NA_NA
Atkinson, 2016;mbct;specific active control;mindfulness-based intervention;dissonance-based intervention;NA;dissonance-based intervention;-0,33;0,44;clincial impairment assessment;msd;NA;2,20;0,98;10;1,85;1,03;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,73;0,73;10;2,18;0,62;11;0;1;0;1;1;2016;fu;3,00;weight/eating;eating disorder;20,57;100,00;7,00;NA;australia;1,00;0;0;0;NA;NA;NA;NA;NA;NA;atkinson2016_msd_clincialimpairmentassessment_fu_3.00_NA_mbct_specificactivecontrol_NA_NA
Atkinson, 2016;mbct;no treatment;mindfulness-based intervention;waitlist;NA;waitlist;-0,14;0,40;clincial impairment assessment;msd;NA;2,20;0,98;10;2,05;1,02;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,73;0,73;10;2,12;0,71;16;0;1;0;1;1;2016;fu;3,00;weight/eating;eating disorder;20,57;100,00;7,00;NA;australia;1,00;0;0;0;NA;NA;NA;NA;NA;NA;atkinson2016_msd_clincialimpairmentassessment_fu_3.00_NA_mbct_notreatment_NA_NA
Atkinson, 2016;mbct;specific active control;mindfulness-based intervention;dissonance-based intervention;NA;dissonance-based intervention;0,54;0,45;five facet mindfulness questionnaire;msd;NA;3,17;0,81;10;2,81;0,43;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,62;0,69;10;2,90;0,30;11;0;4;0;1;1;2016;post;3,00;weight/eating;eating disorder;20,57;100,00;7,00;NA;australia;1,00;0;0;0;NA;NA;NA;NA;NA;NA;atkinson2016_msd_fivefacetmindfulnessquestionnaire_post_3.00_NA_mbct_specificactivecontrol_NA_NA
Atkinson, 2016;mbct;no treatment;mindfulness-based intervention;waitlist;NA;waitlist;0,21;0,40;five facet mindfulness questionnaire;msd;NA;3,17;0,81;10;3,03;0,54;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,62;0,69;10;3,04;0,50;16;0;4;0;1;1;2016;post;3,00;weight/eating;eating disorder;20,57;100,00;7,00;NA;australia;1,00;0;0;0;NA;NA;NA;NA;NA;NA;atkinson2016_msd_fivefacetmindfulnessquestionnaire_post_3.00_NA_mbct_notreatment_NA_NA
Atkinson, 2016;mbct;specific active control;mindfulness-based intervention;dissonance-based intervention;NA;dissonance-based intervention;0,07;0,44;five facet mindfulness questionnaire;msd;NA;3,12;0,88;10;3,07;0,50;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,62;0,69;10;2,90;0,30;11;0;4;0;1;1;2016;fu;3,00;weight/eating;eating disorder;20,57;100,00;7,00;NA;australia;1,00;0;0;0;NA;NA;NA;NA;NA;NA;atkinson2016_msd_fivefacetmindfulnessquestionnaire_fu_3.00_NA_mbct_specificactivecontrol_NA_NA
Atkinson, 2016;mbct;no treatment;mindfulness-based intervention;waitlist;NA;waitlist;0,06;0,40;five facet mindfulness questionnaire;msd;NA;3,12;0,88;10;3,08;0,46;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,62;0,69;10;3,04;0,50;16;0;4;0;1;1;2016;fu;3,00;weight/eating;eating disorder;20,57;100,00;7,00;NA;australia;1,00;0;0;0;NA;NA;NA;NA;NA;NA;atkinson2016_msd_fivefacetmindfulnessquestionnaire_fu_3.00_NA_mbct_notreatment_NA_NA
Bakhshani, 2016;mbsr;no treatment;mbsr (vs. tau);tau;NA;NA;1,79;0,39;pain intensity;msd;NA;53,89;9,90;17;71,94;9,84;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;1;2016;post;8,00;pain;headache;31,05;67,50;100,00;NA;iran;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bakhshani2016_msd_painintensity_post_8.00_NA_mbsr_notreatment_NA_NA
Bakhshani, 2016;mbsr;no treatment;mbsr (vs. tau);tau;NA;NA;0,79;0,35;sf;msd;NA;62,01;14,71;17;49,08;14,50;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;0;1;1;2016;post;8,00;pain;headache;31,05;67,50;100,00;NA;iran;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bakhshani2016_msd_sf_post_8.00_NA_mbsr_notreatment_NA_NA
Banth, 2015;mbsr;no treatment;mbsr;waitlist;NA;NA;1,98;0,35;mcgill pain questionnaire;msd;NA;16,38;3,80;24;24,25;4,00;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,08;5,40;24;26,71;4,40;24;0;1;0;1;1;2015;post;8,00;pain;back pain;37,50;100,00;100,00;NA;iran;1,00;0;0;0;NA;NA;NA;NA;NA;NA;banth2015_msd_mcgillpainquestionnaire_post_8.00_NA_mbsr_notreatment_NA_NA
Banth, 2015;mbsr;no treatment;mbsr;waitlist;NA;NA;2,49;0,39;mcgill pain questionnaire;msd;NA;13,58;3,80;24;23,60;4,10;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,08;5,40;24;26,71;4,40;24;0;1;0;1;1;2015;fu1;8,00;pain;back pain;37,50;100,00;100,00;NA;iran;1,00;0;0;0;NA;NA;NA;NA;NA;NA;banth2015_msd_mcgillpainquestionnaire_fu1_8.00_NA_mbsr_notreatment_NA_NA
Barnhofer, 2009;mbct;no treatment;mbct + tau;tau;NA;NA;-0,81;0,45;beck depression inventory;msd;NA;NA;NA;15;NA;NA;16;NA;NA;NA;NA;NA;NA;4,0;14;9,0;14;NA;NA;29,36;9,66;15;31,32;10,79;16;1;1;0;1;1;2009;post;8,00;depression;depression;41,93;67,86;NA;NA;uk;1,00;0;0;0;-0,81;0,47;4,0;9,0;14;14;barnhofer2009_msd_beckdepressioninventory_post_8.00_NA_mbct_notreatment_NA_NA
Bedard, 2014;mbct;no treatment;mbct;waitlist;NA;NA;0,52;0,23;beck depression inventory ii;msd;NA;18,84;10,26;38;25,00;13,12;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,47;8,12;38;27,13;10,61;38;0;1;0;1;1;2014;post;10,00;depression;depression;46,77;45,00;NA;61,00;canada;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bedard2014_msd_beckdepressioninventoryii_post_10.00_NA_mbct_notreatment_NA_NA
Bedard, 2014;mbct;no treatment;mbct;waitlist;NA;NA;0,41;0,24;phq;msd;NA;10,19;5,88;36;12,84;6,74;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,53;5,03;36;14,08;6,52;38;0;4;0;1;1;2014;post;10,00;depression;depression;46,77;45,00;NA;61,00;canada;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bedard2014_msd_phq_post_10.00_NA_mbct_notreatment_NA_NA
Bedard, 2014;mbct;no treatment;mbct;waitlist;NA;NA;0,13;0,23;scl;msd;NA;1,36;0,90;38;1,49;1,04;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,62;0,80;38;1,74;0,94;37;0;5;0;1;1;2014;post;10,00;depression;depression;46,77;45,00;NA;61,00;canada;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bedard2014_msd_scl_post_10.00_NA_mbct_notreatment_NA_NA
Bedard, 2014;mbct;no treatment;mbct;waitlist;NA;NA;0,12;0,25;philadelphia mindfulness awareness;msd;NA;35,10;6,01;31;34,42;5,17;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33,84;6,62;31;33,97;6,02;36;0;3;0;1;1;2014;post;10,00;depression;depression;46,77;45,00;NA;61,00;canada;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bedard2014_msd_philadelphiamindfulnessawareness_post_10.00_NA_mbct_notreatment_NA_NA
Bedard, 2014;mbct;no treatment;mbct;waitlist;NA;NA;0,23;0,25;philadelphia mindfulness acceptance;msd;NA;31,16;7,35;31;29,39;7,55;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,35;7,42;31;28,14;7,45;36;0;2;0;1;1;2014;post;10,00;depression;depression;46,77;45,00;NA;61,00;canada;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bedard2014_msd_philadelphiamindfulnessacceptance_post_10.00_NA_mbct_notreatment_NA_NA
Black, 2015;none;specific active control;maps;sleep hygiene education;NA;NA;0,70;0,29;beck depression inventory;msd;NA;7,00;5,40;24;10,90;5,60;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,90;4,90;24;11,00;4,90;25;1;2;0;1;1;2015;post;6,00;sleep;sleep disturbance;66,30;67,00;74,00;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;black2015_msd_beckdepressioninventory_post_6.00_NA_none_specificactivecontrol_NA_NA
Black, 2015;none;specific active control;maps;sleep hygiene education;NA;NA;0,86;0,30;pittsburgh sleep quality index;msd;NA;7,40;1,90;24;9,10;2,00;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,20;1,70;24;10,20;1,80;25;1;4;0;1;1;2015;post;6,00;sleep;sleep disturbance;66,30;67,00;74,00;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;black2015_msd_pittsburghsleepqualityindex_post_6.00_NA_none_specificactivecontrol_NA_NA
Black, 2015;none;specific active control;maps;sleep hygiene education;NA;NA;0,64;0,29;athens insomnia;msd;NA;9,10;2,40;24;10,70;2,50;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,60;2,20;24;11,70;2,20;25;1;1;0;1;1;2015;post;6,00;sleep;sleep disturbance;66,30;67,00;74,00;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;black2015_msd_athensinsomnia_post_6.00_NA_none_specificactivecontrol_NA_NA
Black, 2015;none;specific active control;maps;sleep hygiene education;NA;NA;1,25;0,31;fatigue symptom inventory;msd;NA;18,10;6,85;24;26,30;7,20;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,25;6,25;24;25,10;6,25;25;1;3;0;1;1;2015;post;6,00;sleep;sleep disturbance;66,30;67,00;74,00;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;black2015_msd_fatiguesymptominventory_post_6.00_NA_none_specificactivecontrol_NA_NA
Bondolfi, 2010;mbct;no treatment;mbct;waitlist;NA;NA;0,10;0,26;montgomery;msd;NA;6,65;7,33;31;7,45;8,96;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,10;4,44;31;4,62;4,27;29;1;3;0;1;1;2010;post;8,00;depression;depression;47,45;71,58;NA;NA;switzerland;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bondolfi2010_msd_montgomery_post_8.00_NA_mbct_notreatment_NA_NA
Bondolfi, 2010;mbct;no treatment;mbct;waitlist;NA;NA;0,12;0,26;beck depression inventory;msd;NA;9,74;8,11;31;10,97;12,57;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,58;8,57;31;10,31;9,48;29;1;1;0;1;1;2010;post;8,00;depression;depression;47,45;71,58;NA;NA;switzerland;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bondolfi2010_msd_beckdepressioninventory_post_8.00_NA_mbct_notreatment_NA_NA
Bondolfi, 2010;mbct;no treatment;mbct;waitlist;NA;NA;-0,04;0,26;rumination/reflection questionnaire;msd;NA;37,03;9,33;31;36,62;12,04;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40,61;6,31;31;36,34;10,45;29;1;5;0;1;1;2010;post;8,00;depression;depression;47,45;71,58;NA;NA;switzerland;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bondolfi2010_msd_rumination/reflectionquestionnaire_post_8.00_NA_mbct_notreatment_NA_NA
Bondolfi, 2010;mbct;no treatment;mbct;waitlist;NA;NA;0,25;0,26;dysfunctional attitudes scale;msd;NA;110,32;30,27;31;118,52;34,28;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;122,55;34,44;31;120,00;29,54;29;1;2;0;1;1;2010;post;8,00;depression;depression;47,45;71,58;NA;NA;switzerland;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bondolfi2010_msd_dysfunctionalattitudesscale_post_8.00_NA_mbct_notreatment_NA_NA
Bowen, 2009;mbrp;specific active control;mbrp;tau;NA;NA;0,08;0,21;ffmq act with awareness;msd;NA;27,10;7,00;55;26,50;7,20;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,20;6,20;84;27,70;6,90;72;0;3;0;1;1;2009;post;8,00;addiction;substance abuse;40,50;36,30;48,20;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bowen2009_msd_ffmqactwithawareness_post_8.00_NA_mbrp_specificactivecontrol_NA_NA
Bowen, 2009;mbrp;specific active control;mbrp;tau;NA;NA;0,39;0,22;ffmq act with awareness;msd;NA;27,90;6,30;52;25,30;7,20;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,20;6,20;84;27,70;6,90;72;0;3;0;1;1;2009;fu1;8,00;addiction;substance abuse;40,50;36,30;48,20;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bowen2009_msd_ffmqactwithawareness_fu1_8.00_NA_mbrp_specificactivecontrol_NA_NA
Bowen, 2009;mbrp;specific active control;mbrp;tau;NA;NA;-0,38;0,19;ffmq act with awareness;msd;NA;26,20;5,80;61;28,80;7,90;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,20;6,20;84;27,70;6,90;72;0;3;0;1;1;2009;fu;8,00;addiction;substance abuse;40,50;36,30;48,20;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bowen2009_msd_ffmqactwithawareness_fu_8.00_NA_mbrp_specificactivecontrol_NA_NA
Bowen, 2009;mbrp;specific active control;mbrp;tau;NA;NA;0,42;0,18;alcohol and drug use days;msd;NA;0,10;0,30;77;2,60;9,10;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,00;24,00;93;28,90;24,80;70;0;2;0;1;1;2009;post;8,00;addiction;substance abuse;40,50;36,30;48,20;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bowen2009_msd_alcoholanddrugusedays_post_8.00_NA_mbrp_specificactivecontrol_NA_NA
Bowen, 2009;mbrp;specific active control;mbrp;tau;NA;NA;0,30;0,18;alcohol and drug use days;msd;NA;2,10;7,20;74;5,40;14,70;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,00;24,00;93;28,90;24,80;70;0;2;0;1;1;2009;fu1;8,00;addiction;substance abuse;40,50;36,30;48,20;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bowen2009_msd_alcoholanddrugusedays_fu1_8.00_NA_mbrp_specificactivecontrol_NA_NA
Bowen, 2009;mbrp;specific active control;mbrp;tau;NA;NA;0,00;0,19;alcohol and drug use days;msd;NA;5,10;14,90;69;5,10;15,30;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27,00;24,00;93;28,90;24,80;70;0;2;0;1;1;2009;fu;8,00;addiction;substance abuse;40,50;36,30;48,20;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bowen2009_msd_alcoholanddrugusedays_fu_8.00_NA_mbrp_specificactivecontrol_NA_NA
Bowen, 2009;mbrp;specific active control;mbrp;tau;NA;NA;0,22;0,20;short inventory of problems;msd;NA;2,30;4,50;62;3,40;5,60;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,10;5,40;93;11,70;4,70;75;0;5;0;1;1;2009;post;8,00;addiction;substance abuse;40,50;36,30;48,20;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bowen2009_msd_shortinventoryofproblems_post_8.00_NA_mbrp_specificactivecontrol_NA_NA
Bowen, 2009;mbrp;specific active control;mbrp;tau;NA;NA;0,16;0,21;short inventory of problems;msd;NA;2,90;5,30;53;3,80;5,80;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,10;5,40;93;11,70;4,70;75;0;5;0;1;1;2009;fu1;8,00;addiction;substance abuse;40,50;36,30;48,20;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bowen2009_msd_shortinventoryofproblems_fu1_8.00_NA_mbrp_specificactivecontrol_NA_NA
Bowen, 2009;mbrp;specific active control;mbrp;tau;NA;NA;0,14;0,18;short inventory of problems;msd;NA;3,10;5,40;71;3,90;5,80;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,10;5,40;93;11,70;4,70;75;0;5;0;1;1;2009;fu;8,00;addiction;substance abuse;40,50;36,30;48,20;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bowen2009_msd_shortinventoryofproblems_fu_8.00_NA_mbrp_specificactivecontrol_NA_NA
Bowen, 2009;mbrp;specific active control;mbrp;tau;NA;NA;0,49;0,20;penn alcohol craving scale;msd;NA;1,10;1,10;62;1,70;1,40;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,60;1,10;91;1,70;1,40;75;0;4;0;1;1;2009;post;8,00;addiction;substance abuse;40,50;36,30;48,20;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bowen2009_msd_pennalcoholcravingscale_post_8.00_NA_mbrp_specificactivecontrol_NA_NA
Bowen, 2009;mbrp;specific active control;mbrp;tau;NA;NA;0,32;0,21;penn alcohol craving scale;msd;NA;1,00;1,00;53;1,40;1,50;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,60;1,10;91;1,70;1,40;75;0;4;0;1;1;2009;fu1;8,00;addiction;substance abuse;40,50;36,30;48,20;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bowen2009_msd_pennalcoholcravingscale_fu1_8.00_NA_mbrp_specificactivecontrol_NA_NA
Bowen, 2009;mbrp;specific active control;mbrp;tau;NA;NA;0,14;0,18;penn alcohol craving scale;msd;NA;1,10;1,30;70;1,30;1,50;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,60;1,10;91;1,70;1,40;75;0;4;0;1;1;2009;fu;8,00;addiction;substance abuse;40,50;36,30;48,20;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bowen2009_msd_pennalcoholcravingscale_fu_8.00_NA_mbrp_specificactivecontrol_NA_NA
Bowen, 2014;mbrp;specific active control;mbrp;tau;NA;tau;0,33;0,17;addiction severity index;msd;NA;0,86;4,08;78;5,49;20,28;65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45,56;59,19;101;48,68;62,68;88;1;1;0;1;1;2014;post;8,00;addiction;substance abuse;38,41;29,74;48,96;45,46;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bowen2014_msd_addictionseverityindex_post_8.00_NA_mbrp_specificactivecontrol_NA_NA
Bowen, 2014;mbrp;specific active control;mbrp;tau;NA;tau;0,20;0,17;addiction severity index;msd;NA;6,33;16,08;75;11,18;26,36;68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45,56;59,19;101;48,68;62,68;88;1;1;0;1;1;2014;fu;8,00;addiction;substance abuse;38,41;29,74;48,96;45,46;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bowen2014_msd_addictionseverityindex_fu_8.00_NA_mbrp_specificactivecontrol_NA_NA
Bowen, 2014;mbrp;specific active control;mbrp;tau;NA;tau;0,26;0,19;severity of dependence scale;msd;NA;2,92;4,07;60;4,00;4,08;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,52;4,23;101;9,38;4,06;87;1;3;0;1;1;2014;post;8,00;addiction;substance abuse;38,41;29,74;48,96;45,46;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bowen2014_msd_severityofdependencescale_post_8.00_NA_mbrp_specificactivecontrol_NA_NA
Bowen, 2014;mbrp;specific active control;mbrp;tau;NA;tau;0,25;0,19;severity of dependence scale;msd;NA;2,47;3,78;66;3,45;4,04;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,52;4,23;101;9,38;4,06;87;1;3;0;1;1;2014;fu;8,00;addiction;substance abuse;38,41;29,74;48,96;45,46;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;bowen2014_msd_severityofdependencescale_fu_8.00_NA_mbrp_specificactivecontrol_NA_NA
Brewer, 2009;mbrp;ebt;mindfulness;cbt;NA;NA;0,57;0,57;ffmq;msd;NA;144,00;18,00;9;131,00;27,00;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;127,00;26,00;9;123,00;23,00;5;0;3;0;1;1;2009;post;9,00;addiction;substance abuse;38,20;28,00;36,00;52,00;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;brewer2009_msd_ffmq_post_9.00_NA_mbrp_ebt_NA_NA
Brewer, 2011;mbrp;ebt;mindfulness vs. ffs;freedom from smoking;NA;NA;-0,64;0,29;smoking abstinence;NA;NA;NA;NA;41;NA;NA;46;NA;NA;NA;NA;NA;NA;15,0;41;7,0;46;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1;1;2011;post;4,00;smoking;smoking;45,90;37,90;50,60;57,40;united states;2,00;0;0;0;0,88;0,40;15,0;7,0;41;46;brewer2011_NA_smokingabstinence_post_4.00_NA_mbrp_ebt_NA_NA
Brewer, 2011;mbrp;ebt;mindfulness vs. ffs;freedom from smoking;NA;NA;-1,04;0,38;smoking abstinence;NA;NA;NA;NA;41;NA;NA;46;NA;NA;NA;NA;NA;NA;13,0;41;3,0;46;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1;1;2011;fu;4,00;smoking;smoking;45,90;37,90;50,60;57,40;united states;2,00;0;0;0;1,58;0,60;13,0;3,0;41;46;brewer2011_NA_smokingabstinence_fu_4.00_NA_mbrp_ebt_NA_NA
Brown, 2013;none;no treatment;mindfulness-based pain management;tau;NA;NA;0,66;0,39;pain stages of change questionnare;msd;NA;39,00;7,60;15;31,15;10,90;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30,00;8,15;15;30,25;11,55;13;1;4;0;1;1;2013;post;8,00;pain;chronic pain;46,61;75,00;NA;NA;uk;1,00;0;0;0;NA;NA;NA;NA;NA;NA;brown2013_msd_painstagesofchangequestionnare_post_8.00_NA_none_notreatment_NA_NA
Brown, 2013;none;no treatment;mindfulness-based pain management;tau;NA;NA;0,88;0,40;pain attitudes questionnaire;msd;NA;14,10;2,50;15;10,80;4,60;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,50;3,50;15;11,00;3,60;13;1;3;0;1;1;2013;post;8,00;pain;chronic pain;46,61;75,00;NA;NA;uk;1,00;0;0;0;NA;NA;NA;NA;NA;NA;brown2013_msd_painattitudesquestionnaire_post_8.00_NA_none_notreatment_NA_NA
Brown, 2013;none;no treatment;mindfulness-based pain management;tau;NA;NA;0,11;0,38;short;msd;NA;10,95;4,85;15;11,60;5,70;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,30;4,75;15;12,30;5,20;13;1;5;0;1;1;2013;post;8,00;pain;chronic pain;46,61;75,00;NA;NA;uk;1,00;0;0;0;NA;NA;NA;NA;NA;NA;brown2013_msd_short_post_8.00_NA_none_notreatment_NA_NA
